职位名称,职位地址,薪资,学历经验要求,公司名称,公司信息,公司福利,详情页链接
Python,杭州·余杭区·五常,12-16K·16薪,1-3年本科,十域科技,移动互联网B轮20-99人,节日福利，年终奖，带薪年假，员工旅游，全勤奖，零食下午茶，定期体检，通讯补贴，五险一金,https://www.zhipin.com/job_detail/41277f09712f3ddb1XR60tS8GFpW.html
Python,杭州·西湖区·高新文教区,6-11K,在校/应届大专,云端梦境科技,游戏不需要融资0-20人,,https://www.zhipin.com/job_detail/65e675e97333e1691XV93Ni9FlpR.html
Python,杭州·滨江区·长河,13-26K·15薪,1-3年本科,华为,计算机软件不需要融资10000人以上,零食下午茶，年终奖，定期体检，加班补助，节日福利，餐补，员工旅游，股票期权，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/ef40c8fa054759b11nF-396-E1dQ.html
python开发,杭州·滨江区·长河,11-20K,1-3年本科,中软国际,计算机软件已上市10000人以上,免费班车，定期体检，年终奖，员工旅游，节日福利，加班补助，五险一金，餐补，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/940e537dea68d7131XVy3NW6FlNY.html
Python开发工程师,杭州,20-40K·13薪,3-5年本科,微策略,数据服务已上市1000-9999人,定期体检，在家办公津贴，免费健身房，五险一金，加班补助，节日福利，年终奖，团建，零食下午茶，补充医疗保险，员工旅游，带薪年假,https://www.zhipin.com/job_detail/e9ea5e9a4c51d1c11XRz29m9EldS.html
Python开发工程师,杭州·西湖区·留下,10-15K,1-3年本科,柏科数据,计算机软件不需要融资100-499人,节日福利，补充医疗保险，定期体检，通讯补贴，五险一金，零食下午茶，带薪年假，年终奖，股票期权，员工旅游,https://www.zhipin.com/job_detail/fe985d5e5549df501n1_3tW8E1tR.html
Python开发工程师,杭州·滨江区·长河,10-14K,1-3年本科,汉克时代,互联网不需要融资1000-9999人,员工旅游，住房补贴，带薪年假，年终奖，交通补助，节日福利，五险一金，定期体检，通讯补贴,https://www.zhipin.com/job_detail/86cddc098624eff31XV539-8ElJW.html
python开发/算法/测试（外派华为）,杭州·滨江区·长河,13-25K,经验不限本科,软通动力信息技术集团,计算机软件已上市10000人以上,五险一金，员工旅游，交通补助，补充医疗保险，餐补，免费班车，零食下午茶，全勤奖，节日福利，加班补助，包吃，通讯补贴，带薪年假，定期体检，年终奖,https://www.zhipin.com/job_detail/c6678b530ec0f44a1XZ83929GFRR.html
python开发实施工程师,杭州·余杭区·五常,10-15K·15薪,经验不限本科,保融科技,计算机软件未融资1000-9999人,通讯补贴，定期体检，交通补助，六险一金，年终奖，员工旅游，餐补，周末双休，节日福利，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/1ab0ed42f6c4efb01nN_3ti6GVpT.html
python web后端开发负责,杭州·富阳区,15-30K,5-10年大专,苑通,互联网未融资100-499人,,https://www.zhipin.com/job_detail/b3493914c70516600XBz2N6_GQ~~.html
Python高级开发工程师,杭州·滨江区·长河,15-30K,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,全勤奖，住房补贴，补充医疗保险，五险一金，股票期权，年终奖，交通补助，定期体检，员工旅游，通讯补贴，离职补偿，节日福利，加班补助，免费班车，零食下午茶，带薪年假，餐补,https://www.zhipin.com/job_detail/7432fd5a59dad9b71XV82NW0E1RR.html
Python,杭州·滨江区·西兴,20-40K,3-5年本科,CloudBU,互联网未融资10000人以上,节日福利，加班补助，免费班车，定期体检，零食下午茶，餐补，年终奖，五险一金，补充医疗保险，带薪年假,https://www.zhipin.com/job_detail/bb061e59e70065781nJ72N-4FFRX.html
Python,杭州·滨江区·长河,8-13K·14薪,1-3年大专,芯业电子,计算机硬件0-20人,,https://www.zhipin.com/job_detail/3e0c42b1b6ddc8b61nB50t28EFFX.html
Python,杭州·西湖区·高新文教区,150-300元/天,5天/周1个月大专,云端梦境科技,游戏不需要融资0-20人,,https://www.zhipin.com/job_detail/c4a17287787a6c581nJ439-5EVtY.html
python后端开发,杭州·西湖区·转塘,15-25K,3-5年大专,爱问科技,数据服务A轮20-99人,零食下午茶，带薪年假，员工旅游，年终奖，双休，全勤奖，节日福利，加班补助，五险一金，股票期权,https://www.zhipin.com/job_detail/50003cbbc3bd97771n162Nm1GVRZ.html
华为云python开发,杭州·滨江区·长河,20-40K·16薪,经验不限本科,华为,计算机软件不需要融资10000人以上,员工旅游，五险一金，股票期权，年终奖，零食下午茶，节日福利，加班补助，餐补，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/44ca074980a2270e1n190ty_E1JR.html
python开发工程师,杭州·萧山区·奥体中心,12-24K,1-3年本科,生一光学,计算机服务未融资0-20人,餐补，交通补助，五险一金，零食下午茶，定期体检，年终奖，带薪年假,https://www.zhipin.com/job_detail/44790778968e30861n162dq1EFpV.html
Python高级开发工程师,杭州·西湖区·留下,20-30K,5-10年本科,柏科数据,计算机软件不需要融资100-499人,带薪年假，补充医疗保险，五险一金，年终奖，通讯补贴，股票期权，节日福利，零食下午茶，定期体检，员工旅游,https://www.zhipin.com/job_detail/cc6672f984c050c81n1_3tS6ElVU.html
Python后端开发,杭州·滨江区·浦沿,8-15K,1-3年本科,安联检测,检测/认证未融资100-499人,员工旅游，住房补贴，带薪年假，节日福利，餐补，全勤奖,https://www.zhipin.com/job_detail/d6b659c099392ea61n192tu0F1FT.html
高级Python开发工程师,杭州·滨江区·长河,20-35K·16薪,3-5年本科,网易,移动互联网已上市10000人以上,补充医疗保险，带薪年假，节日福利，五险一金，全勤奖，定期体检，包吃，免费班车，年终奖,https://www.zhipin.com/job_detail/2b597c69105cc7961nZ509y9ElVT.html
Python开发工程师,杭州·西湖区·高新文教区,15-26K·16薪,3-5年学历不限,婚礼纪,互联网D轮及以上1000-9999人,定期团建，节日福利，补充医疗保险，年终奖，定期体检，五险一金，餐补，交通补助，带薪年假，股票期权，员工旅游，加班补助，零食下午茶,https://www.zhipin.com/job_detail/f0d6540694f6a5a11XR639m8EFNW.html
Python自动化开发（运维系统方向）,杭州·滨江区·长河,15-22K,3-5年大专,软通动力信息技术集团,计算机软件已上市10000人以上,餐补，五险一金，全勤奖，免费班车，补充医疗保险，节日福利，零食下午茶，包吃，年终奖，员工旅游，加班补助，定期体检，通讯补贴，交通补助，带薪年假,https://www.zhipin.com/job_detail/094286393073e10a1XZ_096-FVJZ.html
高级Python开发工程师,杭州·余杭区·五常,18-30K·14薪,经验不限硕士,保融科技,计算机软件未融资1000-9999人,员工旅游，餐补，周末双休，节日福利，定期体检，交通补助，通讯补贴，年终奖，六险一金，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/41bd4967daefe20d1XR_0ty_F1BQ.html
软件开发工程师（Python）,杭州·滨江区·长河,15-30K·14薪,1-3年本科,华为技术有限公司,计算机软件不需要融资10000人以上,全勤奖，交通补助，离职补偿，员工旅游，加班补助，定期体检，补充医疗保险，免费班车，年终奖，节日福利，通讯补贴，带薪年假，餐补，零食下午茶，住房补贴，股票期权，五险一金,https://www.zhipin.com/job_detail/d5a2b6228277b1aa1nJz2dy_EVtS.html
Python,杭州·余杭区·仓前,5-10K,1-3年本科,凡习科技,培训机构未融资20-99人,,https://www.zhipin.com/job_detail/f4d394dff219271b1n1y3Ni1GVFR.html
Python,杭州·西湖区·高新文教区,6-11K,1-3年大专,云端梦境科技,游戏不需要融资0-20人,,https://www.zhipin.com/job_detail/23b0c2ce86d234751XV93Ni9EFpT.html
Python开发工程师,杭州·滨江区·长河,20-40K,在校/应届本科,华为,计算机软件不需要融资10000人以上,年终奖，餐补，定期体检，零食下午茶，股票期权，补充医疗保险，节日福利，五险一金，员工旅游，加班补助,https://www.zhipin.com/job_detail/3fbe74d7c12bfa601XR82d27GFFT.html
Python中级开发工程师,杭州·西湖区·留下,11-20K,3-5年本科,柏科数据,计算机软件不需要融资100-499人,定期体检，补充医疗保险，带薪年假，通讯补贴，股票期权，零食下午茶，五险一金，员工旅游，节日福利，年终奖,https://www.zhipin.com/job_detail/188d0942846dc7981n1_3tW4EVpU.html
python开发工程师,杭州·滨江区·长河,15-30K,经验不限本科,华为,计算机软件不需要融资10000人以上,股票期权，五险一金，员工旅游，餐补，年终奖，零食下午茶，补充医疗保险，加班补助，定期体检，节日福利,https://www.zhipin.com/job_detail/ffd51d8b543e4fbc1nF92NW5ElRS.html
Python自动化测试工程师,杭州·滨江区·长河,12-24K·13薪,经验不限学历不限,润和软件,移动互联网已上市10000人以上,通讯补贴，五险一金，股票期权，餐补，年终奖，节日福利，带薪年假，交通补助，零食下午茶，定期体检，员工旅游，加班补助,https://www.zhipin.com/job_detail/8562206b7145110c1n172Nm_GFBX.html
Python,杭州·滨江区·长河,14-28K·13薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,餐补，住房补贴，带薪年假，节日福利，通讯补贴，免费班车，员工旅游，年终奖，零食下午茶，交通补助，加班补助，离职补偿，五险一金，全勤奖，补充医疗保险，股票期权，定期体检,https://www.zhipin.com/job_detail/cbd52f8856383dc81nJ_0tq6E1dQ.html
Python开发工程师,杭州·滨江区·长河,15-30K·14薪,经验不限本科,华为,计算机软件不需要融资10000人以上,股票期权，补充医疗保险，餐补，五险一金，年终奖，零食下午茶，定期体检，员工旅游，节日福利，加班补助,https://www.zhipin.com/job_detail/66e9cfdb5b179c931XV73d28FVdX.html
python开发实施工程师,杭州·余杭区·五常,10-15K·15薪,1-3年本科,保融科技,计算机软件未融资1000-9999人,餐补，年终奖，员工旅游，通讯补贴，交通补助，带薪年假，六险一金，周末双休，节日福利，零食下午茶，定期体检,https://www.zhipin.com/job_detail/e8a550bbacbcb1951nN_3t29E1RS.html
python开发（AI软件）,杭州,16-30K,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,全勤奖，通讯补贴，员工旅游，节日福利，离职补偿，零食下午茶，带薪年假，补充医疗保险，五险一金，定期体检，年终奖，餐补，交通补助，免费班车，股票期权，加班补助，住房补贴,https://www.zhipin.com/job_detail/ad4f28146d28f7a91nN43du8EVBU.html
高级Python研发工程师,杭州·西湖区·西溪,18-35K,3-5年本科,蚂蚁金服,互联网未融资10000人以上,定期体检，员工旅游，年终奖，股票期权，带薪年假，节日福利，补充医疗保险，五险一金，餐补,https://www.zhipin.com/job_detail/fafe80b627ac6a611XZ839S0F1s~.html
Python测试开发工程师-华为OD岗位,杭州·滨江区·长河,15-30K·15薪,经验不限本科,华为,计算机软件不需要融资10000人以上,餐补，年终奖，股票期权，员工旅游，定期体检，五险一金，加班补助，补充医疗保险，零食下午茶，节日福利,https://www.zhipin.com/job_detail/c0140fd056e5a1b71XV92dy4F1RS.html
软件开发工程师（Python）,杭州·滨江区·长河,15-30K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,定期体检，节日福利，零食下午茶，通讯补贴，全勤奖，免费班车，年终奖，离职补偿，五险一金，交通补助，加班补助，餐补，带薪年假，补充医疗保险，股票期权，员工旅游，住房补贴,https://www.zhipin.com/job_detail/0bf5d095f54a00df1nJz2dy_FlVS.html
Python开发工程师-杭州数据存储与机器视觉,杭州·滨江区·长河,20-35K·15薪,经验不限本科,华为,计算机软件不需要融资10000人以上,餐补，五险一金，补充医疗保险，股票期权，加班补助，员工旅游，年终奖，节日福利，定期体检，零食下午茶,https://www.zhipin.com/job_detail/0e36f52f059bae851n173d64FFdQ.html
云计算软件开发工程师python,杭州·滨江区·长河,20-40K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,员工旅游，住房补贴，免费班车，年终奖，全勤奖，带薪年假，零食下午茶，交通补助，节日福利，定期体检，加班补助，股票期权，餐补，通讯补贴，五险一金，离职补偿，补充医疗保险,https://www.zhipin.com/job_detail/99dd032b31436dca1nZ72tW8F1NX.html
python 后端开发,杭州·萧山区·宁围,14-28K,3-5年本科,杭州深地,互联网天使轮20-99人,五险一金，通讯补贴，交通补助，零食下午茶，节日福利，员工旅游，餐补，股票期权,https://www.zhipin.com/job_detail/bcaee2d5cd265b9f33B909u1GFM~.html
python web开发,杭州·西湖区·西溪,15-20K·13薪,3-5年本科,九章算法,在线教育不需要融资20-99人,零食下午茶，带薪年假，年终奖，五险一金，定期体检，节日福利,https://www.zhipin.com/job_detail/3cc56cbdf95f2a08331-2dq6FFo~.html
python 开发工程师,杭州·拱墅区·上塘,10-15K·13薪,3-5年本科,玉尊软件,游戏不需要融资100-499人,零食下午茶，带薪年假，五险一金，年终奖，全勤奖，定期体检，节日福利,https://www.zhipin.com/job_detail/7a6eb3805c8e468c1nBz39u8E1tT.html
python 抓爬实习生,杭州·萧山区·钱江世纪城,130-140元/天,5天/周2个月本科,数立方,互联网金融未融资20-99人,年终奖，加班补助，通讯补贴，带薪年假，零食下午茶，节日福利，五险一金，员工旅游，定期体检,https://www.zhipin.com/job_detail/23e80930b88ca62e1XV-39-6FlJU.html
python web工程师,杭州·滨江区·长河,14-22K·13薪,3-5年本科,上海众岳,计算机服务不需要融资500-999人,员工旅游，五险一金，零食下午茶，定期体检，通讯补贴，年终奖，加班补助，餐补，带薪年假，股票期权,https://www.zhipin.com/job_detail/78ecf41575756b011nx83t60FFFT.html
python 爬虫工程师,杭州·余杭区·仓前,12-20K,3-5年本科,聚展网络,互联网天使轮0-20人,股票期权，五险一金，员工旅游，零食下午茶，全勤奖，年终奖，节日福利,https://www.zhipin.com/job_detail/055ac69affafce840XFz3tS9EFQ~.html
Python 开发工程师—工程生产力,杭州,15-30K·16薪,1-3年本科,涂鸦智能,互联网已上市1000-9999人,交通补助，员工旅游，带薪年假，每年outing，年终奖，定期体检，节日福利，五险一金，股票期权，每月团建费，加班补助，通讯补贴,https://www.zhipin.com/job_detail/13361d29344382091nZ939y9FFtS.html
Python Web开发工程师-杭州,杭州·滨江区·长河,25-30K·13薪,3-5年大专,南通东华软件有限...,计算机服务20-99人,五险一金，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/e5c9e684474f69411XVz2t-5FFZS.html
Python Web开发工程师,杭州·西湖区·西溪,12-24K,经验不限本科,大数云智,计算机软件未融资20-99人,定期体检，电脑补贴，零食下午茶，带薪年假，五险一金，年终奖，加班补助，全勤奖，员工旅游，通讯补贴，股票期权，节日福利,https://www.zhipin.com/job_detail/da70e18092afda5e1HBz3du0EVc~.html
python web后端开发,杭州,11-20K·13薪,3-5年本科,投知网,互联网金融天使轮20-99人,零食下午茶，住房补贴，节日福利，加班补助，五险一金，年终奖，带薪年假，定期体检，员工旅游,https://www.zhipin.com/job_detail/0ea6c21a9617a69d1nBy2dS_E1tV.html
python 后台开发工程师,杭州·临平区·塘栖,8-13K,3-5年大专,茂行科技,移动互联网20-99人,,https://www.zhipin.com/job_detail/28b7800be50951ad1nN70t-7FFtS.html
Python,杭州·拱墅区·蓝钻天城购物中心,8-10K,3-5年本科,蕾蓝科技,计算机软件未融资0-20人,定期体检，年终奖，员工旅游，节日福利，带薪年假，五险一金,https://www.zhipin.com/job_detail/61e535ff85a266fe1nR82du8GVFW.html
Python,杭州·余杭区·五常,15-16K,5-10年本科,恒迹网络,计算机软件未融资20-99人,五险一金，零食下午茶，全勤奖，节日福利，股票期权，年终奖，员工旅游,https://www.zhipin.com/job_detail/a9984340b7cbf1af1nVz09W7FlVT.html
Python,杭州·余杭区·仓前,15-25K·13薪,1-3年本科,阿里巴巴集团,互联网已上市10000人以上,零食下午茶，免费班车，节日福利，补充医疗保险，年终奖，交通补助，股票期权，餐补，员工旅游，五险一金,https://www.zhipin.com/job_detail/8bec9ff5ac0a8e251n192t21FVdV.html
Python,杭州·拱墅区·拱宸桥,6-11K,经验不限大专,杭州宸造,培训机构0-20人,,https://www.zhipin.com/job_detail/f0c6eaf8745e96fc1XR-0tq_EldV.html
Python,杭州·拱墅区·万达广场,10-15K,经验不限本科,简高科技,计算机软件0-20人,,https://www.zhipin.com/job_detail/640ca5ddd411af031XV-29-7FVZR.html
python开发,杭州·滨江区·长河,19-35K·15薪,1-3年本科,华为,计算机软件不需要融资10000人以上,餐补，年终奖，定期体检，零食下午茶，五险一金，员工旅游，加班补助，节日福利，股票期权，补充医疗保险,https://www.zhipin.com/job_detail/4f91aa6492dbecd21nB52tq_EVdV.html
Python,杭州·余杭区·仓前,15-25K·13薪,5-10年本科,北京优创易达网络...,计算机服务0-20人,,https://www.zhipin.com/job_detail/bdfe17ca083bb2e11XV52dq4GFNV.html
Python,杭州·余杭区·仓前,9-14K,经验不限本科,实在智能,互联网B轮100-499人,股票期权，员工旅游，定期体检，年终奖，节日福利，全勤奖，零食下午茶，餐补，补充医疗保险，带薪年假，加班补助，五险一金,https://www.zhipin.com/job_detail/042a0f7cc995e0501nN53Nq-FFtV.html
Python,杭州·拱墅区·万达广场,14-28K,3-5年大专,开心果,互联网未融资100-499人,通讯补贴，定期体检，员工旅游，零食下午茶，餐补，节日福利，交通补助，股票期权，加班补助，带薪年假，补充医疗保险，五险一金，年终奖,https://www.zhipin.com/job_detail/a9cca65e607c70fc33F92tu7FFE~.html
Python,杭州·余杭区·五常,15-30K·14薪,经验不限本科,探迹,互联网B轮1000-9999人,餐补，年终奖，员工旅游，零食下午茶，加班补助，全勤奖，定期团建，五险一金，定期体检，补充医疗保险，带薪年假，通讯补贴，股票期权，节日福利,https://www.zhipin.com/job_detail/f6a7a404fc820c6f1nZ729S5F1tT.html
Python,杭州·余杭区·仓前,12-20K·14薪,1-3年本科,必优波浪,计算机软件未融资0-20人,五险一金，年终奖，股票期权，员工旅游，带薪年假,https://www.zhipin.com/job_detail/bb02f70d8ae63a2d1nB50ti5ElpU.html
Python,杭州·滨江区·长河,150-200元/天,4天/周3个月本科,网易杭州,互联网已上市10000人以上,免费班车，住房补贴，餐补，节日福利，年终奖，加班补助，五险一金，零食下午茶，带薪年假，补充医疗保险，定期体检,https://www.zhipin.com/job_detail/fc3920c2cb0edde01nR72dS_EFZU.html
Python,杭州·萧山区·北干,13-26K·14薪,3-5年本科,尖兵科技,互联网B轮100-499人,年终奖，员工旅游，定期体检，交通补助，股票期权，节日福利，带薪年假，5天带薪病假，五险一金，零食下午茶,https://www.zhipin.com/job_detail/aa4e23f45163a595331439y7EFE~.html
python,杭州·萧山区·萧山经济开发区,7-12K·13薪,1-3年大专,杭州奕锐电子,信息安全天使轮20-99人,,https://www.zhipin.com/job_detail/f527c900397a363a1XJ909m8FVo~.html
Python,杭州·滨江区·长河,10-15K,经验不限本科,泛讯,生活服务不需要融资100-499人,交通补助，节日福利，员工旅游，五险一金，年终奖,https://www.zhipin.com/job_detail/9b14c1179d7d38b21n1z2tW7GFNY.html
Python,杭州·西湖区·文新,15-30K,1-3年本科,美登,企业服务不需要融资100-499人,零食下午茶，员工旅游，节日福利，股票期权，定期体检，年终奖，餐补，带薪年假，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/66ebf8cecd37b5bb1Xd93t-6E1E~.html
Python,杭州·西湖区·文一路,20-30K·14薪,3-5年本科,中焯信息,移动互联网不需要融资100-499人,年终奖，员工活动，加班补助，股票期权，员工旅游，五险一金，餐补，带薪年假，生日福利，交通补助，节日福利，零食下午茶，结婚生娃福利，定期体检,https://www.zhipin.com/job_detail/2e14784da4f42a281XR709i8GFRU.html
Python,杭州·滨江区·西兴,10-11K·13薪,3-5年本科,滨鸿物联,智能硬件未融资100-499人,节日福利，全勤奖,https://www.zhipin.com/job_detail/85657c8deba9ae9e1XVy09-6GVVW.html
Python,杭州·余杭区·五常,25-50K,经验不限本科,字节跳动,互联网D轮及以上10000人以上,补充医疗保险，交通补助，定期体检，年终奖，零食下午茶，节日福利，包吃，五险一金，餐补，带薪年假，住房补贴，加班补助,https://www.zhipin.com/job_detail/1380f2105b76e5f01nN709S1F1JY.html
Python,杭州·上城区·钱江新城,10-15K,1-3年本科,嘉吉,其他服务业不需要融资500-999人,,https://www.zhipin.com/job_detail/036121510aa90d7f1n1y2N29F1dS.html
Python,杭州·萧山区·钱江世纪城,10-20K,3-5年本科,会想科技,互联网0-20人,,https://www.zhipin.com/job_detail/4e466751710c6d591HV93dS7Elc~.html
Python,杭州·西湖区·黄龙,12-24K·14薪,1-3年本科,英方软件,互联网D轮及以上100-499人,定期体检，带薪年假，员工培训，法定假日，通讯补贴，年终奖，股票期权，五险一金，免费健身区，零食下午茶，礼金，应届生房贴，节日福利，奖金，应届生安家补，员工旅游,https://www.zhipin.com/job_detail/7806d712ee1a9f401n192du6FlRR.html
Python讲师,杭州,5-10K·13薪,经验不限大专,码王教育科技,培训机构A轮20-99人,全勤奖，年终奖，五险一金，节日福利，员工旅游，通讯补贴，餐补，住房补贴，包吃，交通补助，加班补助,https://www.zhipin.com/job_detail/0915300d346e89a13nJ709-_GVQ~.html
python开发,杭州·滨江区·浦沿,9-14K,1-3年本科,蓝憬科技,新能源天使轮20-99人,餐补，带薪年假，零食下午茶，高端体检，出差补助，五险一金，通讯补贴，员工旅游，交通补助,https://www.zhipin.com/job_detail/af2432fbf9c41c1d1nZ92d-0ElRS.html
Python开发,杭州·滨江区·长河,14-28K,3-5年本科,软通动力集团,移动互联网不需要融资10000人以上,定期体检，员工旅游，补充医疗保险，五险一金，节日福利，带薪年假,https://www.zhipin.com/job_detail/41e53233faf9785e1XV-2N-5GVU~.html
python 后端开发工程师 实习生,杭州·萧山区·钱江世纪城,200-250元/天,5天/周3个月硕士,浙江省北大信研院,其他行业未融资100-499人,节日福利，年终奖，零食下午茶，加班补助，带薪年假，定期体检，员工旅游，补充医疗保险，五险一金，股票期权,https://www.zhipin.com/job_detail/e716978a0f4a01030XF939u4FFo~.html
Python实习生,杭州·滨江区·长河,100-150元/天,4天/周3个月本科,奢云,电子商务B轮20-99人,,https://www.zhipin.com/job_detail/7190215632b06c9a0nF709m9FFc~.html
Python开发,杭州·余杭区·五常,7-12K,1-3年本科,浙江省数理医学学会,学术/科研未融资20-99人,定期体检，交通补助，五险一金，年终奖，零食下午茶，餐补，通讯补贴，节日福利，全勤奖,https://www.zhipin.com/job_detail/b10e7c92b953b04d1nJ93dq8FVNR.html
Python工程师,杭州·余杭区·未来科技城,15-25K·13薪,3-5年本科,斑头雁,计算机软件天使轮20-99人,股票期权，员工旅游，带薪年假，年终奖，五险一金，定期体检,https://www.zhipin.com/job_detail/8cceda40cb70206a1n193NS9FVBS.html
python实习,杭州·西湖区·高新文教区,150-160元/天,5天/周3个月本科,淘乐创想,移动互联网不需要融资0-20人,股票期权，员工旅游，带薪年假，年终奖，五险一金,https://www.zhipin.com/job_detail/bb2d34c283dd97e81XR439W0ElpQ.html
Python讲师,杭州·余杭区·仓前,12-18K,3-5年本科,慧科集团,在线教育D轮及以上1000-9999人,员工旅游，带薪年假，五险一金，年终奖，定期体检，股票期权，节日福利,https://www.zhipin.com/job_detail/e9609442612872481nN_0tS5E1NV.html
Python开发,杭州·西湖区·文三路,4-7K·13薪,经验不限本科,云迪,移动互联网不需要融资20-99人,加班补助，零食下午茶，股票期权，年终奖，员工旅游，定期体检，五险一金，节日福利,https://www.zhipin.com/job_detail/8cbe0dffa9475bec1nJ93dW_FFdS.html
python开发,杭州·滨江区·长河,10-13K,1-3年本科,浙江优创,计算机软件不需要融资500-999人,员工旅游，年终奖，零食下午茶，五险一金，加班补助，员工宿舍，包吃，住房补贴，节日福利，带薪年假，餐补,https://www.zhipin.com/job_detail/8e3a2aa1a448d32e1nx_2NS0E1NW.html
Python-杭州,杭州·滨江区·长河,11-19K,3-5年本科,煜象科技,计算机软件未融资500-999人,补充医疗保险，定期体检，零食下午茶，年终奖，带薪年假，司龄福利假，五险一金，高温补贴，工龄带薪年假，节日福利,https://www.zhipin.com/job_detail/aa116f0966a0871b1nN73N-6EFtV.html
Python后端,杭州·萧山区·钱江世纪城,90-110元/天,5天/周6个月大专,傲创资产,基金不需要融资20-99人,五险一金，节日福利，员工旅游，年终奖，股票期权，补充医疗保险，零食下午茶，包吃,https://www.zhipin.com/job_detail/ab94b2b1d2f4d2491nR909i0GVNR.html
后端Python工程师,杭州·滨江区·浦沿,15-30K,3-5年学历不限,互办互帮,生活服务20-99人,,https://www.zhipin.com/job_detail/3d0df0aaf59c0ba11nJ93Nq1FFNW.html
Python程序员,杭州·余杭区·五常,8-12K·14薪,经验不限本科,浙江华馨医疗器械检测,医疗设备/器械20-99人,年底14薪，五险一金，节日福利，带薪年假,https://www.zhipin.com/job_detail/259512e2a5038fd11nN_3N21E1NU.html
Python工程师,杭州·钱塘区·下沙,7-12K,经验不限本科,百算,计算机软件A轮20-99人,节日福利，年终奖，员工旅游，股票期权，带薪年假，零食下午茶,https://www.zhipin.com/job_detail/83a28c73fd6909431n1809W4E1ZZ.html
python后台开发,杭州·上城区·三堡,12-24K,3-5年本科,兰树化妆品,日化未融资100-499人,股票期权，产品福利，带薪年假，五险一金，员工旅游,https://www.zhipin.com/job_detail/fbe96bb5a36528281nd609-1EVpV.html
python开发004,杭州·萧山区·北干,7-12K·14薪,1-3年本科,云尖信息,通信/网络设备不需要融资1000-9999人,补充医疗保险，年终奖，零食下午茶，员工旅游，加班补助，交通补助，股票期权，餐补，节日福利，定期体检，带薪年假，五险一金,https://www.zhipin.com/job_detail/f8c45018f4a3e2221XVy3Ni0FldX.html
Python工程师,杭州·余杭区·万达广场,10-15K·14薪,1-3年本科,杰毅生物,医疗健康B轮500-999人,带薪年假，节日福利，员工旅游，定期体检，全勤奖，五险一金，年终奖，补充医疗保险,https://www.zhipin.com/job_detail/3fc0ab2a99ac7aa71nN-3tq1FFdR.html
Python实习生,杭州·滨江区·长河,300-500元/天,3天/周3个月本科,子玥,人力资源服务0-20人,,https://www.zhipin.com/job_detail/1d98fd56bb0cb9741XV92ti9GFJY.html
Python工程师,杭州·余杭区·仓前,11-18K·13薪,1-3年本科,未斯,互联网天使轮100-499人,住房补贴，交通补助，员工旅游，餐补，股票期权，零食下午茶，通讯补贴，五险一金，节日福利,https://www.zhipin.com/job_detail/e0f5957c73b4a55c1n1y3dm-EFNX.html
Python爬虫开发,杭州·上城区·钱江新城,30-40K·14薪,3-5年本科,泊桥咨询,人力资源服务不需要融资500-999人,五险一金，加班补助，员工旅游，带薪年假，餐补，股票期权，零食下午茶,https://www.zhipin.com/job_detail/6a595754ec1f459a1XV93ty_GFNU.html
python工程师,杭州,9-14K,3-5年大专,高能投资,证券/期货不需要融资500-999人,零食下午茶，员工旅游，全勤奖，通讯补贴,https://www.zhipin.com/job_detail/d5748b193999807a1nB93Ni5GVBU.html
Python工程师,杭州·余杭区·海创园,20-40K·14薪,经验不限本科,智云健康,互联网D轮及以上1000-9999人,股票期权，带薪年假，员工旅游，五险一金，餐补，定期体检，交通补助，节日福利，补充医疗保险，年终奖，通讯补贴,https://www.zhipin.com/job_detail/5f49246d4410b08f0HF53t-7FFo~.html
Python开发工程师,杭州·西湖区·三墩,15-25K,1-3年本科,微风企科技,数据服务A轮100-499人,五险一金，员工旅游，零食下午茶，节日福利，免费班车，带薪年假，股票期权，加班补助，定期体检，年终奖,https://www.zhipin.com/job_detail/0a8e00111d75f40c1XR52Nu4F1JW.html
Python开发工程师,杭州,15-25K·14薪,3-5年大专,八维通,移动互联网不需要融资500-999人,交通补助，零食下午茶，加班补助，通讯补贴，带薪年假，补充医疗保险，餐补，五险一金，年终奖，定期体检，股票期权，节日福利,https://www.zhipin.com/job_detail/fc5176789cb1d4951XV43dq1FVVR.html
Python开发工程师,杭州·拱墅区·上塘,15-20K,经验不限学历不限,杭州柏思创科技,数据服务不需要融资0-20人,股票期权，补充医疗保险，员工旅游，餐补，带薪年假，定期体检，五险一金，全勤奖，加班补助，交通补助，节日福利，年终奖,https://www.zhipin.com/job_detail/733ad84cc946144f1XV609y9GFRY.html
